counter,latency,delayTime,Device,Button
0,12311,7588,Sony_Computer_Entertainment_Wireless_Controller,304
1,15455,8407,Sony_Computer_Entertainment_Wireless_Controller,304
2,12305,7642,Sony_Computer_Entertainment_Wireless_Controller,304
3,14859,9046,Sony_Computer_Entertainment_Wireless_Controller,304
4,14971,901,Sony_Computer_Entertainment_Wireless_Controller,304
5,12076,7840,Sony_Computer_Entertainment_Wireless_Controller,304
6,14421,1684,Sony_Computer_Entertainment_Wireless_Controller,304
7,14967,8965,Sony_Computer_Entertainment_Wireless_Controller,304
8,13356,2584,Sony_Computer_Entertainment_Wireless_Controller,304
9,11972,3844,Sony_Computer_Entertainment_Wireless_Controller,304
10,15605,316,Sony_Computer_Entertainment_Wireless_Controller,304
11,15563,4276,Sony_Computer_Entertainment_Wireless_Controller,304
12,12954,6859,Sony_Computer_Entertainment_Wireless_Controller,304
13,13973,1945,Sony_Computer_Entertainment_Wireless_Controller,304
14,12574,3349,Sony_Computer_Entertainment_Wireless_Controller,304
15,15307,8650,Sony_Computer_Entertainment_Wireless_Controller,304
16,15630,8272,Sony_Computer_Entertainment_Wireless_Controller,304
17,12934,6904,Sony_Computer_Entertainment_Wireless_Controller,304
18,12269,3430,Sony_Computer_Entertainment_Wireless_Controller,304
19,15495,415,Sony_Computer_Entertainment_Wireless_Controller,304
20,12128,7804,Sony_Computer_Entertainment_Wireless_Controller,304
21,13570,6310,Sony_Computer_Entertainment_Wireless_Controller,304
22,12964,6949,Sony_Computer_Entertainment_Wireless_Controller,304
23,12659,7273,Sony_Computer_Entertainment_Wireless_Controller,304
24,13064,6841,Sony_Computer_Entertainment_Wireless_Controller,304
25,15674,4204,Sony_Computer_Entertainment_Wireless_Controller,304
26,15391,523,Sony_Computer_Entertainment_Wireless_Controller,304
27,15409,8443,Sony_Computer_Entertainment_Wireless_Controller,304
28,11669,8245,Sony_Computer_Entertainment_Wireless_Controller,304
29,12362,3565,Sony_Computer_Entertainment_Wireless_Controller,304
30,14363,1567,Sony_Computer_Entertainment_Wireless_Controller,304
31,13507,6490,Sony_Computer_Entertainment_Wireless_Controller,304
32,14684,1342,Sony_Computer_Entertainment_Wireless_Controller,304
33,14565,1360,Sony_Computer_Entertainment_Wireless_Controller,304
34,12358,3574,Sony_Computer_Entertainment_Wireless_Controller,304
35,13430,2350,Sony_Computer_Entertainment_Wireless_Controller,304
36,15211,721,Sony_Computer_Entertainment_Wireless_Controller,304
37,14480,1387,Sony_Computer_Entertainment_Wireless_Controller,304
38,13448,6355,Sony_Computer_Entertainment_Wireless_Controller,304
39,12207,7678,Sony_Computer_Entertainment_Wireless_Controller,304
40,14057,5770,Sony_Computer_Entertainment_Wireless_Controller,304
41,13100,6886,Sony_Computer_Entertainment_Wireless_Controller,304
42,14675,5212,Sony_Computer_Entertainment_Wireless_Controller,304
43,14919,982,Sony_Computer_Entertainment_Wireless_Controller,304
44,15142,8731,Sony_Computer_Entertainment_Wireless_Controller,304
45,14710,1216,Sony_Computer_Entertainment_Wireless_Controller,304
46,13826,1954,Sony_Computer_Entertainment_Wireless_Controller,304
47,14559,5311,Sony_Computer_Entertainment_Wireless_Controller,304
48,12142,7624,Sony_Computer_Entertainment_Wireless_Controller,304
49,13008,2908,Sony_Computer_Entertainment_Wireless_Controller,304
50,13100,2854,Sony_Computer_Entertainment_Wireless_Controller,304
51,12218,7714,Sony_Computer_Entertainment_Wireless_Controller,304
52,14865,1072,Sony_Computer_Entertainment_Wireless_Controller,304
53,13508,2458,Sony_Computer_Entertainment_Wireless_Controller,304
54,14895,1108,Sony_Computer_Entertainment_Wireless_Controller,304
55,12201,7813,Sony_Computer_Entertainment_Wireless_Controller,304
56,14311,5608,Sony_Computer_Entertainment_Wireless_Controller,304
57,13249,6652,Sony_Computer_Entertainment_Wireless_Controller,304
58,13037,2881,Sony_Computer_Entertainment_Wireless_Controller,304
59,14200,1756,Sony_Computer_Entertainment_Wireless_Controller,304
60,12283,3619,Sony_Computer_Entertainment_Wireless_Controller,304
61,12959,6976,Sony_Computer_Entertainment_Wireless_Controller,304
62,13569,6337,Sony_Computer_Entertainment_Wireless_Controller,304
63,14869,1081,Sony_Computer_Entertainment_Wireless_Controller,304
64,13329,2674,Sony_Computer_Entertainment_Wireless_Controller,304
65,13706,6238,Sony_Computer_Entertainment_Wireless_Controller,304
66,14279,5617,Sony_Computer_Entertainment_Wireless_Controller,304
67,15133,4843,Sony_Computer_Entertainment_Wireless_Controller,304
68,12172,7633,Sony_Computer_Entertainment_Wireless_Controller,304
69,12958,6940,Sony_Computer_Entertainment_Wireless_Controller,304
70,14172,1765,Sony_Computer_Entertainment_Wireless_Controller,304
71,13079,6832,Sony_Computer_Entertainment_Wireless_Controller,304
72,15177,8722,Sony_Computer_Entertainment_Wireless_Controller,304
73,14660,1045,Sony_Computer_Entertainment_Wireless_Controller,304
74,11870,8020,Sony_Computer_Entertainment_Wireless_Controller,304
75,14393,5545,Sony_Computer_Entertainment_Wireless_Controller,304
76,12762,7147,Sony_Computer_Entertainment_Wireless_Controller,304
77,12099,3862,Sony_Computer_Entertainment_Wireless_Controller,304
78,11877,145,Sony_Computer_Entertainment_Wireless_Controller,304
79,14582,5266,Sony_Computer_Entertainment_Wireless_Controller,304
80,11822,235,Sony_Computer_Entertainment_Wireless_Controller,304
81,14079,5851,Sony_Computer_Entertainment_Wireless_Controller,304
82,15649,262,Sony_Computer_Entertainment_Wireless_Controller,304
83,11678,4195,Sony_Computer_Entertainment_Wireless_Controller,304
84,15544,4393,Sony_Computer_Entertainment_Wireless_Controller,304
85,14674,1009,Sony_Computer_Entertainment_Wireless_Controller,304
86,15639,217,Sony_Computer_Entertainment_Wireless_Controller,304
87,15599,334,Sony_Computer_Entertainment_Wireless_Controller,304
88,13596,2314,Sony_Computer_Entertainment_Wireless_Controller,304
89,14283,5644,Sony_Computer_Entertainment_Wireless_Controller,304
90,14787,5140,Sony_Computer_Entertainment_Wireless_Controller,304
91,13160,2818,Sony_Computer_Entertainment_Wireless_Controller,304
92,13979,1990,Sony_Computer_Entertainment_Wireless_Controller,304
93,12874,7075,Sony_Computer_Entertainment_Wireless_Controller,304
94,14760,4996,Sony_Computer_Entertainment_Wireless_Controller,304
95,11906,3808,Sony_Computer_Entertainment_Wireless_Controller,304
96,13931,5833,Sony_Computer_Entertainment_Wireless_Controller,304
97,15433,595,Sony_Computer_Entertainment_Wireless_Controller,304
98,14293,5599,Sony_Computer_Entertainment_Wireless_Controller,304
99,13693,6274,Sony_Computer_Entertainment_Wireless_Controller,304
100,11834,8047,Sony_Computer_Entertainment_Wireless_Controller,304
101,13713,2152,Sony_Computer_Entertainment_Wireless_Controller,304
102,14356,1576,Sony_Computer_Entertainment_Wireless_Controller,304
103,14203,1693,Sony_Computer_Entertainment_Wireless_Controller,304
104,15046,883,Sony_Computer_Entertainment_Wireless_Controller,304
105,12111,3655,Sony_Computer_Entertainment_Wireless_Controller,304
106,13951,1306,Sony_Computer_Entertainment_Wireless_Controller,304
107,14656,8101,Sony_Computer_Entertainment_Wireless_Controller,304
108,13391,6526,Sony_Computer_Entertainment_Wireless_Controller,304
109,14095,1873,Sony_Computer_Entertainment_Wireless_Controller,304
110,13066,2890,Sony_Computer_Entertainment_Wireless_Controller,304
111,14987,919,Sony_Computer_Entertainment_Wireless_Controller,304
112,12830,3052,Sony_Computer_Entertainment_Wireless_Controller,304
113,11738,6247,Sony_Computer_Entertainment_Wireless_Controller,304
114,13686,1675,Sony_Computer_Entertainment_Wireless_Controller,304
115,12993,5806,Sony_Computer_Entertainment_Wireless_Controller,304
116,15582,4078,Sony_Computer_Entertainment_Wireless_Controller,304
117,12684,7255,Sony_Computer_Entertainment_Wireless_Controller,304
118,14501,5392,Sony_Computer_Entertainment_Wireless_Controller,304
119,14709,1261,Sony_Computer_Entertainment_Wireless_Controller,304
120,13717,5059,Sony_Computer_Entertainment_Wireless_Controller,304
121,14840,3682,Sony_Computer_Entertainment_Wireless_Controller,304
122,13068,6715,Sony_Computer_Entertainment_Wireless_Controller,304
123,14657,5293,Sony_Computer_Entertainment_Wireless_Controller,304
124,15619,4240,Sony_Computer_Entertainment_Wireless_Controller,304
125,12717,3250,Sony_Computer_Entertainment_Wireless_Controller,304
126,12136,3835,Sony_Computer_Entertainment_Wireless_Controller,304
127,15033,946,Sony_Computer_Entertainment_Wireless_Controller,304
128,15180,793,Sony_Computer_Entertainment_Wireless_Controller,304
129,13344,2494,Sony_Computer_Entertainment_Wireless_Controller,304
130,14501,1459,Sony_Computer_Entertainment_Wireless_Controller,304
131,13092,2737,Sony_Computer_Entertainment_Wireless_Controller,304
132,15210,667,Sony_Computer_Entertainment_Wireless_Controller,304
133,14847,5050,Sony_Computer_Entertainment_Wireless_Controller,304
134,15362,496,Sony_Computer_Entertainment_Wireless_Controller,304
135,14344,1477,Sony_Computer_Entertainment_Wireless_Controller,304
136,12835,3034,Sony_Computer_Entertainment_Wireless_Controller,304
137,12638,3223,Sony_Computer_Entertainment_Wireless_Controller,304
138,13806,2098,Sony_Computer_Entertainment_Wireless_Controller,304
139,15700,4267,Sony_Computer_Entertainment_Wireless_Controller,304
140,15447,3826,Sony_Computer_Entertainment_Wireless_Controller,304
141,15441,478,Sony_Computer_Entertainment_Wireless_Controller,304
142,15306,658,Sony_Computer_Entertainment_Wireless_Controller,304
143,14746,5158,Sony_Computer_Entertainment_Wireless_Controller,304
144,12085,3736,Sony_Computer_Entertainment_Wireless_Controller,304
145,15306,4492,Sony_Computer_Entertainment_Wireless_Controller,304
146,15098,820,Sony_Computer_Entertainment_Wireless_Controller,304
147,14580,5338,Sony_Computer_Entertainment_Wireless_Controller,304
148,11720,8218,Sony_Computer_Entertainment_Wireless_Controller,304
149,15490,469,Sony_Computer_Entertainment_Wireless_Controller,304
150,14255,5635,Sony_Computer_Entertainment_Wireless_Controller,304
151,12346,3583,Sony_Computer_Entertainment_Wireless_Controller,304
152,14442,1468,Sony_Computer_Entertainment_Wireless_Controller,304
153,14909,8893,Sony_Computer_Entertainment_Wireless_Controller,304
154,14510,1288,Sony_Computer_Entertainment_Wireless_Controller,304
155,12949,2728,Sony_Computer_Entertainment_Wireless_Controller,304
156,14548,1432,Sony_Computer_Entertainment_Wireless_Controller,304
157,12674,3214,Sony_Computer_Entertainment_Wireless_Controller,304
158,11835,4033,Sony_Computer_Entertainment_Wireless_Controller,304
159,12179,7579,Sony_Computer_Entertainment_Wireless_Controller,304
160,13478,2485,Sony_Computer_Entertainment_Wireless_Controller,304
161,14244,1783,Sony_Computer_Entertainment_Wireless_Controller,304
162,15749,4231,Sony_Computer_Entertainment_Wireless_Controller,304
163,14941,8956,Sony_Computer_Entertainment_Wireless_Controller,304
164,13387,6328,Sony_Computer_Entertainment_Wireless_Controller,304
165,12345,3556,Sony_Computer_Entertainment_Wireless_Controller,304
166,13954,5977,Sony_Computer_Entertainment_Wireless_Controller,304
167,12196,3691,Sony_Computer_Entertainment_Wireless_Controller,304
168,14375,1585,Sony_Computer_Entertainment_Wireless_Controller,304
169,14094,1882,Sony_Computer_Entertainment_Wireless_Controller,304
170,12619,3367,Sony_Computer_Entertainment_Wireless_Controller,304
171,13344,6607,Sony_Computer_Entertainment_Wireless_Controller,304
172,15526,4348,Sony_Computer_Entertainment_Wireless_Controller,304
173,14544,5149,Sony_Computer_Entertainment_Wireless_Controller,304
174,12929,2971,Sony_Computer_Entertainment_Wireless_Controller,304
175,12268,7660,Sony_Computer_Entertainment_Wireless_Controller,304
176,15150,838,Sony_Computer_Entertainment_Wireless_Controller,304
177,14911,5041,Sony_Computer_Entertainment_Wireless_Controller,304
178,13558,2368,Sony_Computer_Entertainment_Wireless_Controller,304
179,11818,4168,Sony_Computer_Entertainment_Wireless_Controller,304
180,13331,2638,Sony_Computer_Entertainment_Wireless_Controller,304
181,14725,9064,Sony_Computer_Entertainment_Wireless_Controller,304
182,13513,2413,Sony_Computer_Entertainment_Wireless_Controller,304
183,14812,4978,Sony_Computer_Entertainment_Wireless_Controller,304
184,12673,7228,Sony_Computer_Entertainment_Wireless_Controller,304
185,13190,2692,Sony_Computer_Entertainment_Wireless_Controller,304
186,11806,8065,Sony_Computer_Entertainment_Wireless_Controller,304
187,12005,7912,Sony_Computer_Entertainment_Wireless_Controller,304
188,14492,1441,Sony_Computer_Entertainment_Wireless_Controller,304
189,12940,2998,Sony_Computer_Entertainment_Wireless_Controller,304
190,14852,1054,Sony_Computer_Entertainment_Wireless_Controller,304
191,13222,6733,Sony_Computer_Entertainment_Wireless_Controller,304
192,11731,7966,Sony_Computer_Entertainment_Wireless_Controller,304
193,15290,4528,Sony_Computer_Entertainment_Wireless_Controller,304
194,14697,1189,Sony_Computer_Entertainment_Wireless_Controller,304
195,14989,8884,Sony_Computer_Entertainment_Wireless_Controller,304
196,13803,2161,Sony_Computer_Entertainment_Wireless_Controller,304
197,15464,685,Sony_Computer_Entertainment_Wireless_Controller,304
198,15355,4537,Sony_Computer_Entertainment_Wireless_Controller,304
199,15241,4618,Sony_Computer_Entertainment_Wireless_Controller,304
200,13958,1819,Sony_Computer_Entertainment_Wireless_Controller,304
201,14068,5752,Sony_Computer_Entertainment_Wireless_Controller,304
202,15488,4303,Sony_Computer_Entertainment_Wireless_Controller,304
203,15177,712,Sony_Computer_Entertainment_Wireless_Controller,304
204,14056,5824,Sony_Computer_Entertainment_Wireless_Controller,304
205,13447,2512,Sony_Computer_Entertainment_Wireless_Controller,304
206,13937,5950,Sony_Computer_Entertainment_Wireless_Controller,304
207,14178,5671,Sony_Computer_Entertainment_Wireless_Controller,304
208,13386,6481,Sony_Computer_Entertainment_Wireless_Controller,304
209,13131,2710,Sony_Computer_Entertainment_Wireless_Controller,304
210,11809,7984,Sony_Computer_Entertainment_Wireless_Controller,304
211,15332,586,Sony_Computer_Entertainment_Wireless_Controller,304
212,12696,7201,Sony_Computer_Entertainment_Wireless_Controller,304
213,13730,6202,Sony_Computer_Entertainment_Wireless_Controller,304
214,11774,172,Sony_Computer_Entertainment_Wireless_Controller,304
215,14501,5482,Sony_Computer_Entertainment_Wireless_Controller,304
216,12202,3772,Sony_Computer_Entertainment_Wireless_Controller,304
217,15501,8416,Sony_Computer_Entertainment_Wireless_Controller,304
218,14848,1099,Sony_Computer_Entertainment_Wireless_Controller,304
219,12027,3916,Sony_Computer_Entertainment_Wireless_Controller,304
220,15358,532,Sony_Computer_Entertainment_Wireless_Controller,304
221,11687,226,Sony_Computer_Entertainment_Wireless_Controller,304
222,12136,3781,Sony_Computer_Entertainment_Wireless_Controller,304
223,15219,694,Sony_Computer_Entertainment_Wireless_Controller,304
224,12002,7777,Sony_Computer_Entertainment_Wireless_Controller,304
225,12490,3394,Sony_Computer_Entertainment_Wireless_Controller,304
226,15428,541,Sony_Computer_Entertainment_Wireless_Controller,304
227,12887,7048,Sony_Computer_Entertainment_Wireless_Controller,304
228,14796,5104,Sony_Computer_Entertainment_Wireless_Controller,304
229,13037,6913,Sony_Computer_Entertainment_Wireless_Controller,304
230,12886,3007,Sony_Computer_Entertainment_Wireless_Controller,304
231,14876,1090,Sony_Computer_Entertainment_Wireless_Controller,304
232,14416,5527,Sony_Computer_Entertainment_Wireless_Controller,304
233,12432,3511,Sony_Computer_Entertainment_Wireless_Controller,304
234,11793,4150,Sony_Computer_Entertainment_Wireless_Controller,304
235,14153,5779,Sony_Computer_Entertainment_Wireless_Controller,304
236,14453,5509,Sony_Computer_Entertainment_Wireless_Controller,304
237,14202,5689,Sony_Computer_Entertainment_Wireless_Controller,304
238,11895,4060,Sony_Computer_Entertainment_Wireless_Controller,304
239,13572,6373,Sony_Computer_Entertainment_Wireless_Controller,304
240,12383,7525,Sony_Computer_Entertainment_Wireless_Controller,304
241,15598,8056,Sony_Computer_Entertainment_Wireless_Controller,304
242,13362,6517,Sony_Computer_Entertainment_Wireless_Controller,304
243,15526,4402,Sony_Computer_Entertainment_Wireless_Controller,304
244,14525,5374,Sony_Computer_Entertainment_Wireless_Controller,304
245,14812,5005,Sony_Computer_Entertainment_Wireless_Controller,304
246,15605,3961,Sony_Computer_Entertainment_Wireless_Controller,304
247,15545,343,Sony_Computer_Entertainment_Wireless_Controller,304
248,14688,5257,Sony_Computer_Entertainment_Wireless_Controller,304
249,12752,7129,Sony_Computer_Entertainment_Wireless_Controller,304
250,12325,3637,Sony_Computer_Entertainment_Wireless_Controller,304
251,12904,3160,Sony_Computer_Entertainment_Wireless_Controller,304
252,13122,6823,Sony_Computer_Entertainment_Wireless_Controller,304
253,12385,7498,Sony_Computer_Entertainment_Wireless_Controller,304
254,12000,3898,Sony_Computer_Entertainment_Wireless_Controller,304
255,12448,3277,Sony_Computer_Entertainment_Wireless_Controller,304
256,13149,2566,Sony_Computer_Entertainment_Wireless_Controller,304
257,12409,7246,Sony_Computer_Entertainment_Wireless_Controller,304
258,13842,5518,Sony_Computer_Entertainment_Wireless_Controller,304
259,15100,4762,Sony_Computer_Entertainment_Wireless_Controller,304
260,14816,5131,Sony_Computer_Entertainment_Wireless_Controller,304
261,15104,4771,Sony_Computer_Entertainment_Wireless_Controller,304
262,15229,766,Sony_Computer_Entertainment_Wireless_Controller,304
263,11753,118,Sony_Computer_Entertainment_Wireless_Controller,304
264,13404,6445,Sony_Computer_Entertainment_Wireless_Controller,304
265,14202,5437,Sony_Computer_Entertainment_Wireless_Controller,304
266,14577,1351,Sony_Computer_Entertainment_Wireless_Controller,304
267,15592,4339,Sony_Computer_Entertainment_Wireless_Controller,304
268,12113,3745,Sony_Computer_Entertainment_Wireless_Controller,304
269,11886,8029,Sony_Computer_Entertainment_Wireless_Controller,304
270,14580,1333,Sony_Computer_Entertainment_Wireless_Controller,304
271,12062,3934,Sony_Computer_Entertainment_Wireless_Controller,304
272,12363,7354,Sony_Computer_Entertainment_Wireless_Controller,304
273,14456,1369,Sony_Computer_Entertainment_Wireless_Controller,304
274,12090,7507,Sony_Computer_Entertainment_Wireless_Controller,304
275,13160,6796,Sony_Computer_Entertainment_Wireless_Controller,304
276,12112,3754,Sony_Computer_Entertainment_Wireless_Controller,304
277,14853,1036,Sony_Computer_Entertainment_Wireless_Controller,304
278,13981,1981,Sony_Computer_Entertainment_Wireless_Controller,304
279,15367,4573,Sony_Computer_Entertainment_Wireless_Controller,304
280,11951,7786,Sony_Computer_Entertainment_Wireless_Controller,304
281,12808,3115,Sony_Computer_Entertainment_Wireless_Controller,304
282,13657,2224,Sony_Computer_Entertainment_Wireless_Controller,304
283,13113,2872,Sony_Computer_Entertainment_Wireless_Controller,304
284,15370,4447,Sony_Computer_Entertainment_Wireless_Controller,304
285,12562,3304,Sony_Computer_Entertainment_Wireless_Controller,304
286,14665,5239,Sony_Computer_Entertainment_Wireless_Controller,304
287,13260,2602,Sony_Computer_Entertainment_Wireless_Controller,304
288,15142,8704,Sony_Computer_Entertainment_Wireless_Controller,304
289,15372,8542,Sony_Computer_Entertainment_Wireless_Controller,304
290,13220,6634,Sony_Computer_Entertainment_Wireless_Controller,304
291,12018,3853,Sony_Computer_Entertainment_Wireless_Controller,304
292,12354,3241,Sony_Computer_Entertainment_Wireless_Controller,304
