counter,latency,delayTime,Device,Button
0,9,1540,Adafruit_Feather_32u4,5
1,8,4645,Adafruit_Feather_32u4,5
2,10,6760,Adafruit_Feather_32u4,5
3,10,1711,Adafruit_Feather_32u4,5
4,8,3601,Adafruit_Feather_32u4,5
5,6,388,Adafruit_Feather_32u4,5
6,7,8668,Adafruit_Feather_32u4,5
7,7,2998,Adafruit_Feather_32u4,5
8,15,7687,Adafruit_Feather_32u4,5
9,9,2665,Adafruit_Feather_32u4,5
10,14,5140,Adafruit_Feather_32u4,5
11,11,4942,Adafruit_Feather_32u4,5
12,7,541,Adafruit_Feather_32u4,5
13,13,1675,Adafruit_Feather_32u4,5
14,15,5455,Adafruit_Feather_32u4,5
15,14,2683,Adafruit_Feather_32u4,5
16,22,4465,Adafruit_Feather_32u4,5
17,14,5437,Adafruit_Feather_32u4,5
18,11,2305,Adafruit_Feather_32u4,5
19,23,9055,Adafruit_Feather_32u4,5
20,12,8758,Adafruit_Feather_32u4,5
21,10,1153,Adafruit_Feather_32u4,5
22,9,4420,Adafruit_Feather_32u4,5
23,4,802,Adafruit_Feather_32u4,5
24,8,3205,Adafruit_Feather_32u4,5
25,10,8677,Adafruit_Feather_32u4,5
26,19,3034,Adafruit_Feather_32u4,5
27,23,3754,Adafruit_Feather_32u4,5
28,11,3646,Adafruit_Feather_32u4,5
29,10,7678,Adafruit_Feather_32u4,5
30,7,2413,Adafruit_Feather_32u4,5
31,10,3007,Adafruit_Feather_32u4,5
32,13,4609,Adafruit_Feather_32u4,5
33,10,9073,Adafruit_Feather_32u4,5
34,10,4852,Adafruit_Feather_32u4,5
35,11,5248,Adafruit_Feather_32u4,5
36,10,2539,Adafruit_Feather_32u4,5
37,10,2323,Adafruit_Feather_32u4,5
38,9,4924,Adafruit_Feather_32u4,5
39,11,2737,Adafruit_Feather_32u4,5
40,11,5518,Adafruit_Feather_32u4,5
41,10,5464,Adafruit_Feather_32u4,5
42,7,3079,Adafruit_Feather_32u4,5
43,9,4222,Adafruit_Feather_32u4,5
44,16,7705,Adafruit_Feather_32u4,5
45,9,2152,Adafruit_Feather_32u4,5
46,13,1279,Adafruit_Feather_32u4,5
47,14,3628,Adafruit_Feather_32u4,5
48,8,1216,Adafruit_Feather_32u4,5
49,12,6265,Adafruit_Feather_32u4,5
50,5,442,Adafruit_Feather_32u4,5
51,9,3466,Adafruit_Feather_32u4,5
