counter,latency,delayTime,Device,Button
0,1681,2278,Empirisoft_Corporation_Analog_Scale_Device,305
1,1357,523,Empirisoft_Corporation_Analog_Scale_Device,305
2,1952,6958,Empirisoft_Corporation_Analog_Scale_Device,305
3,1679,7255,Empirisoft_Corporation_Analog_Scale_Device,305
4,1666,2404,Empirisoft_Corporation_Analog_Scale_Device,305
5,1367,5509,Empirisoft_Corporation_Analog_Scale_Device,305
6,1545,4438,Empirisoft_Corporation_Analog_Scale_Device,305
7,1206,2710,Empirisoft_Corporation_Analog_Scale_Device,305
8,1197,730,Empirisoft_Corporation_Analog_Scale_Device,305
9,1557,2368,Empirisoft_Corporation_Analog_Scale_Device,305
10,2017,5887,Empirisoft_Corporation_Analog_Scale_Device,305
11,2156,1756,Empirisoft_Corporation_Analog_Scale_Device,305
12,1287,5680,Empirisoft_Corporation_Analog_Scale_Device,305
13,1779,1144,Empirisoft_Corporation_Analog_Scale_Device,305
14,2104,1648,Empirisoft_Corporation_Analog_Scale_Device,305
15,1573,1342,Empirisoft_Corporation_Analog_Scale_Device,305
16,1663,6355,Empirisoft_Corporation_Analog_Scale_Device,305
17,1908,8974,Empirisoft_Corporation_Analog_Scale_Device,305
18,2003,4960,Empirisoft_Corporation_Analog_Scale_Device,305
19,1847,136,Empirisoft_Corporation_Analog_Scale_Device,305
20,1858,5095,Empirisoft_Corporation_Analog_Scale_Device,305
21,1458,8470,Empirisoft_Corporation_Analog_Scale_Device,305
22,2003,4879,Empirisoft_Corporation_Analog_Scale_Device,305
23,2095,8830,Empirisoft_Corporation_Analog_Scale_Device,305
24,1613,6283,Empirisoft_Corporation_Analog_Scale_Device,305
25,2079,6823,Empirisoft_Corporation_Analog_Scale_Device,305
26,1688,4231,Empirisoft_Corporation_Analog_Scale_Device,305
27,1955,3826,Empirisoft_Corporation_Analog_Scale_Device,305
28,2080,2665,Empirisoft_Corporation_Analog_Scale_Device,305
29,1285,4645,Empirisoft_Corporation_Analog_Scale_Device,305
30,1360,2575,Empirisoft_Corporation_Analog_Scale_Device,305
31,2170,3790,Empirisoft_Corporation_Analog_Scale_Device,305
32,1537,5374,Empirisoft_Corporation_Analog_Scale_Device,305
33,2019,4816,Empirisoft_Corporation_Analog_Scale_Device,305
34,1547,7381,Empirisoft_Corporation_Analog_Scale_Device,305
35,1179,2593,Empirisoft_Corporation_Analog_Scale_Device,305
36,1849,9046,Empirisoft_Corporation_Analog_Scale_Device,305
37,2176,2701,Empirisoft_Corporation_Analog_Scale_Device,305
38,1612,352,Empirisoft_Corporation_Analog_Scale_Device,305
39,1377,6481,Empirisoft_Corporation_Analog_Scale_Device,305
40,1370,3565,Empirisoft_Corporation_Analog_Scale_Device,305
41,2168,8812,Empirisoft_Corporation_Analog_Scale_Device,305
42,1682,8146,Empirisoft_Corporation_Analog_Scale_Device,305
43,1999,955,Empirisoft_Corporation_Analog_Scale_Device,305
44,1290,5653,Empirisoft_Corporation_Analog_Scale_Device,305
45,1388,8560,Empirisoft_Corporation_Analog_Scale_Device,305
46,1307,3646,Empirisoft_Corporation_Analog_Scale_Device,305
47,1360,2548,Empirisoft_Corporation_Analog_Scale_Device,305
48,1593,2314,Empirisoft_Corporation_Analog_Scale_Device,305
49,2134,4168,Empirisoft_Corporation_Analog_Scale_Device,305
50,1754,2026,Empirisoft_Corporation_Analog_Scale_Device,305
51,1463,7444,Empirisoft_Corporation_Analog_Scale_Device,305
52,2172,6706,Empirisoft_Corporation_Analog_Scale_Device,305
53,1523,5338,Empirisoft_Corporation_Analog_Scale_Device,305
54,1361,586,Empirisoft_Corporation_Analog_Scale_Device,305
55,1924,3970,Empirisoft_Corporation_Analog_Scale_Device,305
56,2043,3601,Empirisoft_Corporation_Analog_Scale_Device,305
57,1286,3511,Empirisoft_Corporation_Analog_Scale_Device,305
58,1760,6184,Empirisoft_Corporation_Analog_Scale_Device,305
59,1459,3610,Empirisoft_Corporation_Analog_Scale_Device,305
60,1455,4411,Empirisoft_Corporation_Analog_Scale_Device,305
61,2004,3925,Empirisoft_Corporation_Analog_Scale_Device,305
62,1664,3322,Empirisoft_Corporation_Analog_Scale_Device,305
63,1929,7975,Empirisoft_Corporation_Analog_Scale_Device,305
64,2073,4897,Empirisoft_Corporation_Analog_Scale_Device,305
65,1753,145,Empirisoft_Corporation_Analog_Scale_Device,305
66,1428,3484,Empirisoft_Corporation_Analog_Scale_Device,305
67,2171,2836,Empirisoft_Corporation_Analog_Scale_Device,305
68,1455,2422,Empirisoft_Corporation_Analog_Scale_Device,305
69,1134,8740,Empirisoft_Corporation_Analog_Scale_Device,305
70,1585,3385,Empirisoft_Corporation_Analog_Scale_Device,305
71,1987,3898,Empirisoft_Corporation_Analog_Scale_Device,305
72,1825,5077,Empirisoft_Corporation_Analog_Scale_Device,305
73,1764,7174,Empirisoft_Corporation_Analog_Scale_Device,305
74,1399,622,Empirisoft_Corporation_Analog_Scale_Device,305
75,1691,3241,Empirisoft_Corporation_Analog_Scale_Device,305
76,1980,1891,Empirisoft_Corporation_Analog_Scale_Device,305
77,1661,3259,Empirisoft_Corporation_Analog_Scale_Device,305
78,1516,6418,Empirisoft_Corporation_Analog_Scale_Device,305
79,2081,1666,Empirisoft_Corporation_Analog_Scale_Device,305
80,2084,1819,Empirisoft_Corporation_Analog_Scale_Device,305
81,1695,4195,Empirisoft_Corporation_Analog_Scale_Device,305
82,1724,1198,Empirisoft_Corporation_Analog_Scale_Device,305
83,2035,5761,Empirisoft_Corporation_Analog_Scale_Device,305
84,1903,4969,Empirisoft_Corporation_Analog_Scale_Device,305
85,1708,6202,Empirisoft_Corporation_Analog_Scale_Device,305
86,1523,4330,Empirisoft_Corporation_Analog_Scale_Device,305
87,1664,3097,Empirisoft_Corporation_Analog_Scale_Device,305
