counter,latency,delayTime,Device,Button
0,1440,6499,Empirisoft_Corporation_Analog_Scale_Device,305
1,1991,1927,Empirisoft_Corporation_Analog_Scale_Device,305
2,1197,1738,Empirisoft_Corporation_Analog_Scale_Device,305
3,1763,2062,Empirisoft_Corporation_Analog_Scale_Device,305
4,1860,2089,Empirisoft_Corporation_Analog_Scale_Device,305
5,2023,7975,Empirisoft_Corporation_Analog_Scale_Device,305
6,1597,298,Empirisoft_Corporation_Analog_Scale_Device,305
7,1221,4708,Empirisoft_Corporation_Analog_Scale_Device,305
8,1701,2251,Empirisoft_Corporation_Analog_Scale_Device,305
9,1834,4042,Empirisoft_Corporation_Analog_Scale_Device,305
10,2160,1837,Empirisoft_Corporation_Analog_Scale_Device,305
11,1606,4321,Empirisoft_Corporation_Analog_Scale_Device,305
12,1993,1963,Empirisoft_Corporation_Analog_Scale_Device,305
13,1676,307,Empirisoft_Corporation_Analog_Scale_Device,305
14,2099,3853,Empirisoft_Corporation_Analog_Scale_Device,305
15,1708,5212,Empirisoft_Corporation_Analog_Scale_Device,305
16,1838,4105,Empirisoft_Corporation_Analog_Scale_Device,305
17,1365,2548,Empirisoft_Corporation_Analog_Scale_Device,305
18,1331,4645,Empirisoft_Corporation_Analog_Scale_Device,305
19,1584,5293,Empirisoft_Corporation_Analog_Scale_Device,305
20,1640,343,Empirisoft_Corporation_Analog_Scale_Device,305
21,2123,3871,Empirisoft_Corporation_Analog_Scale_Device,305
22,1170,6805,Empirisoft_Corporation_Analog_Scale_Device,305
23,2035,1936,Empirisoft_Corporation_Analog_Scale_Device,305
24,1375,7516,Empirisoft_Corporation_Analog_Scale_Device,305
25,1962,8029,Empirisoft_Corporation_Analog_Scale_Device,305
26,1877,4006,Empirisoft_Corporation_Analog_Scale_Device,305
27,1141,5752,Empirisoft_Corporation_Analog_Scale_Device,305
28,1682,4195,Empirisoft_Corporation_Analog_Scale_Device,305
29,2101,4879,Empirisoft_Corporation_Analog_Scale_Device,305
30,1487,2359,Empirisoft_Corporation_Analog_Scale_Device,305
31,1199,3700,Empirisoft_Corporation_Analog_Scale_Device,305
32,1459,2539,Empirisoft_Corporation_Analog_Scale_Device,305
33,1928,4906,Empirisoft_Corporation_Analog_Scale_Device,305
34,1110,1819,Empirisoft_Corporation_Analog_Scale_Device,305
35,1372,5473,Empirisoft_Corporation_Analog_Scale_Device,305
36,1943,6949,Empirisoft_Corporation_Analog_Scale_Device,305
37,1533,1378,Empirisoft_Corporation_Analog_Scale_Device,305
38,1768,7129,Empirisoft_Corporation_Analog_Scale_Device,305
39,1761,7237,Empirisoft_Corporation_Analog_Scale_Device,305
40,1781,1144,Empirisoft_Corporation_Analog_Scale_Device,305
41,2068,8776,Empirisoft_Corporation_Analog_Scale_Device,305
42,1207,5653,Empirisoft_Corporation_Analog_Scale_Device,305
43,2162,5770,Empirisoft_Corporation_Analog_Scale_Device,305
