counter,latency,delayTime,Device,Button
0,4601,7282,Logitech_Gamepad_F310,305
1,6491,1459,Logitech_Gamepad_F310,305
2,4465,7417,Logitech_Gamepad_F310,305
3,3050,8902,Logitech_Gamepad_F310,305
4,4937,2962,Logitech_Gamepad_F310,305
5,6128,1594,Logitech_Gamepad_F310,305
6,5501,2440,Logitech_Gamepad_F310,305
7,5005,2791,Logitech_Gamepad_F310,305
8,7661,262,Logitech_Gamepad_F310,305
9,3366,541,Logitech_Gamepad_F310,305
10,4398,7489,Logitech_Gamepad_F310,305
11,3433,442,Logitech_Gamepad_F310,305
12,6765,5239,Logitech_Gamepad_F310,305
13,6897,5032,Logitech_Gamepad_F310,305
14,3891,4078,Logitech_Gamepad_F310,305
15,6493,1405,Logitech_Gamepad_F310,305
16,5769,6364,Logitech_Gamepad_F310,305
17,4389,3547,Logitech_Gamepad_F310,305
18,3401,8533,Logitech_Gamepad_F310,305
19,2874,1054,Logitech_Gamepad_F310,305
20,4440,3457,Logitech_Gamepad_F310,305
21,3618,8209,Logitech_Gamepad_F310,305
22,6642,1342,Logitech_Gamepad_F310,305
23,3896,8002,Logitech_Gamepad_F310,305
24,3352,4636,Logitech_Gamepad_F310,305
25,4919,2980,Logitech_Gamepad_F310,305
26,6418,1576,Logitech_Gamepad_F310,305
27,7070,4780,Logitech_Gamepad_F310,305
28,6500,1369,Logitech_Gamepad_F310,305
29,5608,6247,Logitech_Gamepad_F310,305
30,5873,2062,Logitech_Gamepad_F310,305
31,2885,1072,Logitech_Gamepad_F310,305
32,5325,6580,Logitech_Gamepad_F310,305
33,3499,424,Logitech_Gamepad_F310,305
34,5125,6823,Logitech_Gamepad_F310,305
35,6739,1198,Logitech_Gamepad_F310,305
36,9481,2377,Logitech_Gamepad_F310,305
37,7546,4375,Logitech_Gamepad_F310,305
38,3823,154,Logitech_Gamepad_F310,305
39,6105,1882,Logitech_Gamepad_F310,305
40,4723,3205,Logitech_Gamepad_F310,305
41,7237,667,Logitech_Gamepad_F310,305
42,6153,5725,Logitech_Gamepad_F310,305
43,9374,2557,Logitech_Gamepad_F310,305
44,4313,7579,Logitech_Gamepad_F310,305
45,8686,7165,Logitech_Gamepad_F310,305
46,4129,3817,Logitech_Gamepad_F310,305
47,6421,5455,Logitech_Gamepad_F310,305
48,5631,2278,Logitech_Gamepad_F310,305
49,7236,4690,Logitech_Gamepad_F310,305
50,5492,6436,Logitech_Gamepad_F310,305
51,6890,5041,Logitech_Gamepad_F310,305
52,5756,6184,Logitech_Gamepad_F310,305
53,5907,6049,Logitech_Gamepad_F310,305
54,6496,1423,Logitech_Gamepad_F310,305
55,7496,4411,Logitech_Gamepad_F310,305
56,5415,6499,Logitech_Gamepad_F310,305
57,3423,4555,Logitech_Gamepad_F310,305
58,7464,4456,Logitech_Gamepad_F310,305
59,4549,3358,Logitech_Gamepad_F310,305
60,4918,2845,Logitech_Gamepad_F310,305
61,6047,5959,Logitech_Gamepad_F310,305
62,6553,1216,Logitech_Gamepad_F310,305
63,6490,1441,Logitech_Gamepad_F310,305
64,7785,4087,Logitech_Gamepad_F310,305
65,6621,1513,Logitech_Gamepad_F310,305
66,6354,5554,Logitech_Gamepad_F310,305
67,6810,5068,Logitech_Gamepad_F310,305
68,3777,8191,Logitech_Gamepad_F310,305
69,5625,2287,Logitech_Gamepad_F310,305
70,3901,7975,Logitech_Gamepad_F310,305
71,7055,8839,Logitech_Gamepad_F310,305
72,7211,793,Logitech_Gamepad_F310,305
73,4185,7768,Logitech_Gamepad_F310,305
74,5093,2863,Logitech_Gamepad_F310,305
75,5278,2638,Logitech_Gamepad_F310,305
76,6416,1468,Logitech_Gamepad_F310,305
77,7524,4429,Logitech_Gamepad_F310,305
78,6280,5644,Logitech_Gamepad_F310,305
79,5611,2341,Logitech_Gamepad_F310,305
80,5265,2674,Logitech_Gamepad_F310,305
81,6932,847,Logitech_Gamepad_F310,305
82,7028,8875,Logitech_Gamepad_F310,305
83,7125,4798,Logitech_Gamepad_F310,305
84,7224,8704,Logitech_Gamepad_F310,305
85,6214,1702,Logitech_Gamepad_F310,305
86,5524,2665,Logitech_Gamepad_F310,305
87,4748,3187,Logitech_Gamepad_F310,305
88,6140,5779,Logitech_Gamepad_F310,305
89,3704,8182,Logitech_Gamepad_F310,305
90,8582,3394,Logitech_Gamepad_F310,305
91,5199,2701,Logitech_Gamepad_F310,305
92,4638,3313,Logitech_Gamepad_F310,305
93,5486,2296,Logitech_Gamepad_F310,305
94,5470,2458,Logitech_Gamepad_F310,305
95,6862,1162,Logitech_Gamepad_F310,305
96,8191,3772,Logitech_Gamepad_F310,305
97,5892,2080,Logitech_Gamepad_F310,305
98,4984,6922,Logitech_Gamepad_F310,305
99,5574,2431,Logitech_Gamepad_F310,305
100,4110,7822,Logitech_Gamepad_F310,305
101,7627,370,Logitech_Gamepad_F310,305
102,3704,4240,Logitech_Gamepad_F310,305
103,6211,1729,Logitech_Gamepad_F310,305
104,5069,6841,Logitech_Gamepad_F310,305
105,7283,4645,Logitech_Gamepad_F310,305
106,7592,388,Logitech_Gamepad_F310,305
107,4035,4123,Logitech_Gamepad_F310,305
108,4155,7795,Logitech_Gamepad_F310,305
109,3636,8362,Logitech_Gamepad_F310,305
110,10019,5932,Logitech_Gamepad_F310,305
111,4926,2971,Logitech_Gamepad_F310,305
112,4128,7813,Logitech_Gamepad_F310,305
113,8498,7030,Logitech_Gamepad_F310,305
114,3658,4132,Logitech_Gamepad_F310,305
115,4845,3025,Logitech_Gamepad_F310,305
116,6349,1567,Logitech_Gamepad_F310,305
117,6403,1522,Logitech_Gamepad_F310,305
118,4440,7498,Logitech_Gamepad_F310,305
119,4916,3016,Logitech_Gamepad_F310,305
120,5886,2053,Logitech_Gamepad_F310,305
121,5382,2548,Logitech_Gamepad_F310,305
122,3088,838,Logitech_Gamepad_F310,305
123,4595,3295,Logitech_Gamepad_F310,305
124,4464,7453,Logitech_Gamepad_F310,305
125,5720,2134,Logitech_Gamepad_F310,305
126,4590,7534,Logitech_Gamepad_F310,305
127,6612,1351,Logitech_Gamepad_F310,305
128,7729,8272,Logitech_Gamepad_F310,305
129,4186,7732,Logitech_Gamepad_F310,305
130,7119,4618,Logitech_Gamepad_F310,305
131,4140,3718,Logitech_Gamepad_F310,305
132,6794,1171,Logitech_Gamepad_F310,305
133,7091,4843,Logitech_Gamepad_F310,305
134,5625,2098,Logitech_Gamepad_F310,305
135,4181,7723,Logitech_Gamepad_F310,305
136,5987,6013,Logitech_Gamepad_F310,305
137,7611,4357,Logitech_Gamepad_F310,305
138,2874,1036,Logitech_Gamepad_F310,305
139,4845,7120,Logitech_Gamepad_F310,305
140,5211,6670,Logitech_Gamepad_F310,305
141,5103,6850,Logitech_Gamepad_F310,305
142,5381,2494,Logitech_Gamepad_F310,305
143,4359,3520,Logitech_Gamepad_F310,305
144,3490,4402,Logitech_Gamepad_F310,305
145,7466,523,Logitech_Gamepad_F310,305
146,7168,4681,Logitech_Gamepad_F310,305
147,8763,3178,Logitech_Gamepad_F310,305
148,4021,8020,Logitech_Gamepad_F310,305
149,5582,2350,Logitech_Gamepad_F310,305
150,6296,1639,Logitech_Gamepad_F310,305
151,6851,8992,Logitech_Gamepad_F310,305
152,6552,5419,Logitech_Gamepad_F310,305
153,3969,7966,Logitech_Gamepad_F310,305
154,7655,280,Logitech_Gamepad_F310,305
155,5953,1927,Logitech_Gamepad_F310,305
156,8298,3664,Logitech_Gamepad_F310,305
157,5543,2368,Logitech_Gamepad_F310,305
158,5973,5833,Logitech_Gamepad_F310,305
159,3565,208,Logitech_Gamepad_F310,305
160,4923,2998,Logitech_Gamepad_F310,305
161,6054,5941,Logitech_Gamepad_F310,305
162,2937,1009,Logitech_Gamepad_F310,305
163,2738,1189,Logitech_Gamepad_F310,305
164,2485,1378,Logitech_Gamepad_F310,305
165,6652,1288,Logitech_Gamepad_F310,305
166,5645,2233,Logitech_Gamepad_F310,305
167,4753,3160,Logitech_Gamepad_F310,305
168,3984,136,Logitech_Gamepad_F310,305
169,7038,8812,Logitech_Gamepad_F310,305
170,3450,532,Logitech_Gamepad_F310,305
171,6033,1864,Logitech_Gamepad_F310,305
172,5697,6220,Logitech_Gamepad_F310,305
173,7313,8596,Logitech_Gamepad_F310,305
174,5566,2386,Logitech_Gamepad_F310,305
175,7184,8938,Logitech_Gamepad_F310,305
176,7203,748,Logitech_Gamepad_F310,305
177,7457,4492,Logitech_Gamepad_F310,305
178,6889,9037,Logitech_Gamepad_F310,305
179,6532,5383,Logitech_Gamepad_F310,305
180,3308,640,Logitech_Gamepad_F310,305
181,5117,6607,Logitech_Gamepad_F310,305
182,8387,3502,Logitech_Gamepad_F310,305
183,4831,3106,Logitech_Gamepad_F310,305
184,4723,3241,Logitech_Gamepad_F310,305
185,3287,568,Logitech_Gamepad_F310,305
186,3564,8317,Logitech_Gamepad_F310,305
187,8481,3412,Logitech_Gamepad_F310,305
188,5751,6310,Logitech_Gamepad_F310,305
189,3037,865,Logitech_Gamepad_F310,305
190,4506,7444,Logitech_Gamepad_F310,305
191,7182,4726,Logitech_Gamepad_F310,305
192,5718,6157,Logitech_Gamepad_F310,305
193,7467,460,Logitech_Gamepad_F310,305
194,5874,2116,Logitech_Gamepad_F310,305
195,9045,2827,Logitech_Gamepad_F310,305
196,6396,1603,Logitech_Gamepad_F310,305
197,3289,8605,Logitech_Gamepad_F310,305
198,18422,8398,Logitech_Gamepad_F310,305
199,4374,3574,Logitech_Gamepad_F310,305
200,4814,7102,Logitech_Gamepad_F310,305
201,6486,5437,Logitech_Gamepad_F310,305
202,8304,3709,Logitech_Gamepad_F310,305
203,7037,4861,Logitech_Gamepad_F310,305
204,4582,7336,Logitech_Gamepad_F310,305
205,7292,4609,Logitech_Gamepad_F310,305
206,5423,6526,Logitech_Gamepad_F310,305
207,3818,8146,Logitech_Gamepad_F310,305
208,5375,2593,Logitech_Gamepad_F310,305
209,6446,5428,Logitech_Gamepad_F310,305
210,6103,1738,Logitech_Gamepad_F310,305
211,6290,5662,Logitech_Gamepad_F310,305
212,5068,6805,Logitech_Gamepad_F310,305
213,4113,7786,Logitech_Gamepad_F310,305
214,3090,829,Logitech_Gamepad_F310,305
215,7758,172,Logitech_Gamepad_F310,305
216,6654,1234,Logitech_Gamepad_F310,305
217,3549,4393,Logitech_Gamepad_F310,305
218,7044,4933,Logitech_Gamepad_F310,305
219,6195,5680,Logitech_Gamepad_F310,305
220,6809,1144,Logitech_Gamepad_F310,305
