#Mode:;3
#Device:;Adafruit_Feather_32u4
#Button:;4
#minDelay:;100
#maxDelay:;10000
#iterations:;1000

counter;latency;delayTime
0;12;7210
1;9;3313
2;10;4960
3;11;2647
4;11;4114
5;12;1198
6;12;3934
7;20;8101
8;11;8326
9;7;109
10;10;6427
11;13;5374
12;13;5176
13;348;5860
14;11;6508
15;13;3610
16;19;5203
17;11;8335
18;8;3259
19;9;8947
20;9;7894
21;12;3178
22;10;2134
23;10;514
24;9;8857
25;12;6778
26;12;9046
27;12;7057
28;11;5248
29;9;6562
30;16;4312
31;11;8398
32;5;838
33;10;1612
34;9;5140
35;10;8407
36;13;7489
37;26;8722
38;7;4510
39;6;1837
40;8;4429
41;9;8623
42;8;7102
43;5;379
44;7;7705
45;5;613
46;10;3799
47;10;8902
48;12;1531
49;8;7129
50;14;5050
51;13;4681
52;13;8731
53;9;5437
54;3;343
55;8;919
56;19;5302
57;8;4123
58;13;4825
59;12;3421
60;8;2170
61;9;1909
62;11;1936
63;9;2701
64;7;4330
65;23;4897
66;8;3502
67;12;3817
68;10;3646
69;8;8965
70;8;2746
71;6;3304
72;8;4969
73;16;3403
74;11;7948
75;7;1099
76;11;8659
77;3;424
78;3;415
79;27;4258
80;12;5761
81;10;3727
82;11;5113
83;7;2260
84;7;5824
85;9;4762
86;22;2431
87;11;1360
88;12;7957
89;7;2440
90;9;4402
91;7;2476
92;5;1639
93;7;3880
94;8;6319
95;9;4069
96;8;4717
97;8;2044
98;9;5122
99;8;6211
100;6;1585
101;13;1846
102;10;4843
103;14;7435
104;10;1387
105;9;4726
106;7;6139
107;11;8668
108;8;2368
109;7;172
110;12;7822
111;12;7012
112;19;7642
113;7;1621
114;26;7552
115;16;3871
116;8;7795
117;6;2458
118;23;3889
119;10;4888
120;11;6958
121;9;1252
122;8;6634
123;7;3565
124;11;5131
125;15;7408
126;3;298
127;14;2296
128;8;1405
129;4;442
130;7;1747
131;8;3673
132;8;5743
133;31;6040
134;9;2548
135;12;8605
136;9;2584
137;7;2674
138;7;2341
139;7;2953
140;7;3961
141;11;5221
142;1033;8632
143;9;3466
144;11;5554
145;16;7264
146;9;3637
147;8;1144
148;11;3970
149;12;7426
150;8;4663
151;12;6238
152;21;262
153;15;6310
154;9;2980
155;8;4285
156;9;7885
157;8;2863
158;4;1045
159;13;9037
