#Mode:;3
#Device:;Adafruit_Feather_32u4
#Button:;5
#minDelay:;100
#maxDelay:;10000
#iterations:;1000

counter;latency;delayTime
0;17;1792
1;7;955
2;19;5788
3;12;2998
4;13;3259
5;15;3169
6;14;7732
7;10;1081
8;16;3853
9;17;3808
10;21;6805
11;9;1423
12;12;8560
13;14;7498
14;37;8578
15;18;8830
16;11;586
17;16;2674
18;13;3997
19;13;2260
20;12;1630
21;26;5734
22;17;3583
23;20;4681
24;22;7372
25;13;7471
26;19;802
27;6;1549
28;23;6337
29;10;6202
30;3;172
31;9;4033
32;12;6607
33;8;4879
34;12;8875
35;12;6580
36;5;1144
37;12;8011
38;15;3088
39;8;1378
40;8;1063
41;13;8317
42;11;3025
43;7;1675
44;8;6778
45;9;2557
46;12;5248
47;13;4213
48;9;6670
49;10;4645
50;10;6040
51;3;856
52;8;4303
53;7;1387
54;12;3835
55;20;4114
56;16;4015
57;11;6085
58;10;5473
59;10;7273
60;9;3358
61;9;7336
62;7;1693
63;8;2062
64;12;973
65;10;1468
66;9;1486
67;10;3610
68;11;3043
69;9;5059
70;22;3754
71;11;5158
72;10;5527
73;14;7255
74;8;901
75;12;3070
76;3;1108
77;13;8947
78;11;4807
79;7;1162
80;14;7660
81;13;1585
82;10;1711
83;20;9028
84;11;5437
85;8;1657
86;9;1432
87;10;7525
88;15;6544
89;14;2584
90;14;6850
91;9;3601
92;6;685
93;10;5797
94;9;7777
95;19;5536
96;21;3988
97;13;1531
98;10;1297
99;13;6985
100;16;7651
101;8;6481
102;13;3214
103;20;3934
104;10;7039
105;10;2926
106;9;1846
107;13;5842
108;9;6247
109;11;7075
110;13;2836
111;12;6265
112;9;2872
113;9;3196
114;11;6418
115;12;2386
116;11;2935
117;13;4843
118;7;1702
119;15;3799
120;13;5185
121;11;2476
122;17;8776
123;10;4420
124;15;8641
125;12;6364
126;12;4429
127;15;8362
128;825;8110
129;8;2116
130;13;4528
131;752;154
132;13;6625
133;13;1540
134;9;1747
135;14;2521
136;9;3646
137;10;3241
138;8;3457
139;348;217
140;10;3637
141;10;5149
142;13;4447
143;9;6472
144;10;8596
145;9;1918
146;6;2863
147;10;5689
148;4;1504
149;10;6751
150;11;6706
151;9;5383
152;11;6922
153;8;8821
