#Mode:;3
#Device:;Logitech_Gamepad_F310
#Button:;305
#minDelay:;100
#maxDelay:;10000
#iterations:;1000

counter;latency;delayTime
0;5233;6670
1;5989;2017
2;6163;3385
3;6065;1873
4;7924;3997
5;6161;5761
6;7518;8209
7;6780;1387
8;5161;2764
9;6588;1639
10;3301;8614
11;6315;1837
12;7474;4402
13;5464;2521
14;5547;2413
15;7150;784
16;5349;6400
17;4451;3466
18;4275;3448
19;7527;8461
20;5244;6625
21;8381;3502
22;3758;8164
23;4481;7462
24;3633;4294
25;7020;901
26;7158;4717
27;2959;919
28;7101;820
29;7176;721
30;9582;2359
31;4790;7066
32;7915;7876
33;6295;5644
34;3848;4042
35;7174;757
36;6551;5329
37;3527;469
38;6673;1252
39;7527;451
40;4072;7831
41;4653;3259
42;5887;2008
43;4696;3277
44;7106;838
45;5363;6499
46;6941;8956
47;7782;4069
48;6526;1414
49;3282;8551
50;2578;1315
51;5536;2341
52;5698;6229
53;5642;2260
54;6409;5518
55;4593;7120
56;6188;1756
57;4661;3232
58;6238;1702
59;2695;1288
60;6105;5743
61;3624;352
62;7521;289
63;6734;1171
64;5651;6247
65;3467;8587
66;6927;946
67;6510;1360
68;5607;2305
69;5258;2674
70;6253;1711
71;6786;5167
72;2816;892
73;4650;3340
74;3028;8884
75;5885;2080
76;7279;4609
77;3678;8218
78;4279;3619
79;5844;6022
80;7370;361
81;7966;8002
82;7869;4015
83;6214;1783
84;4533;3313
85;7217;4780
86;7333;4600
87;3793;8137
88;5595;2287
89;4742;3250
90;6993;4861
91;5827;2098
92;7213;4708
93;4696;3241
94;3554;8353
95;5979;1936
96;5964;5896
97;3524;8407
98;5100;2854
99;3270;613
100;5354;6544
101;4962;2773
102;4015;7948
103;7675;4258
104;6282;5671
105;7102;4735
106;4735;3178
107;5001;6913
108;4413;3511
109;6878;4987
110;6644;1270
111;5236;6679
112;7129;8776
113;5254;2692
114;4676;3457
115;5766;6157
116;3938;4033
117;6935;4969
118;4343;3583
119;7683;253
120;2925;9019
121;5315;6535
122;5311;2665
123;4300;7561
124;6293;5572
125;5465;6427
126;4317;3574
127;6223;1648
128;5329;2638
129;2449;1432
130;7247;4744
131;6169;1747
132;6317;5635
133;8159;3727
134;5908;2071
135;3197;766
136;3581;8371
137;7201;8677
138;4543;3349
139;6192;5707
140;6253;1477
141;6024;5833
142;4790;3106
143;6168;1792
144;6252;5680
145;5731;6211
146;5668;6220
147;6838;9082
148;5418;6463
149;5689;2197
150;3937;4024
151;4380;3529
152;3457;676
153;5179;6751
154;4116;7858
155;6942;5014
156;6790;5113
157;3340;8542
158;2539;1324
159;7111;4843
160;7334;4573
161;7472;4411
162;4722;3169
163;7511;4285
164;4642;3223
165;7224;4663
166;5304;2611
167;3101;4645
168;5929;1990
169;7873;3979
170;7257;739
171;5516;2377
172;3199;8740
173;4452;7246
174;4974;6994
175;5679;2224
176;4241;7768
177;7797;127
178;6881;4960
179;6008;1891
180;5674;2278
181;5783;6076
182;3611;8290
183;6008;5860
184;6845;5059
185;5455;2485
186;6012;5923
187;3928;7930
188;5934;2035
189;2934;1009
190;5792;6130
191;4434;7471
192;7033;8839
193;7691;262
194;3797;4114
195;5194;2746
196;7546;397
197;8007;3934
198;5362;6580
199;4169;3763
200;4706;7174
201;7482;523
202;7920;3988
203;3584;8326
204;3746;208
205;5621;6337
206;5786;6058
207;7697;244
208;7344;4555
209;4724;7219
210;3926;4096
211;6570;5320
212;3247;8641
213;4313;3628
214;3802;4168
215;7073;856
216;7136;4762
217;4937;3034
218;5381;2548
219;6408;1486
220;6474;1522
221;6359;5554
222;7479;8488
223;4225;3682
224;5779;6148
225;3909;7984
226;3427;334
227;3506;8398
228;4995;2953
229;7296;667
230;6727;5185
231;6826;1126
232;4795;2179
233;4983;2890
234;4602;7354
235;7209;4672
236;3812;3025
237;8401;3547
238;7048;775
239;7559;8344
240;3092;8533
241;7027;8470
242;7148;4726
243;6051;1900
244;3401;8479
245;5429;6436
246;7879;3943
247;7032;4852
248;4744;2998
249;4278;7633
250;3826;4051
251;4009;7912
252;3638;8308
253;3567;370
254;6279;5662
255;5787;5950
256;7501;4429
257;6425;8416
258;6778;1117
259;7652;4141
260;4110;7822
261;7089;8803
262;3630;8236
263;2942;964
264;7669;4240
265;7705;4213
266;5754;2116
267;4756;7201
268;5889;6013
269;7824;163
270;5618;2314
271;6956;4951
272;7238;8596
273;4153;3790
274;7164;748
275;5147;6814
276;4906;6922
277;7561;442
278;4863;3016
279;6037;1909
280;6299;1630
281;7487;8506
282;6850;1108
283;7637;298
284;6004;6049
285;5575;6373
286;5133;2791
287;5091;2809
288;3783;226
289;5986;5851
290;6518;5446
291;4952;3007
292;5019;2827
293;5397;6490
294;6486;1450
295;4182;7714
296;4805;2908
297;4509;7381
298;5763;6202
299;4798;7138
300;5544;6310
301;4686;7237
302;5185;6661
303;8082;3826
304;3083;4825
305;4503;7489
306;5787;6121
307;7149;4789
308;4195;7939
309;3354;4591
310;5940;5959
311;5661;6346
312;4511;3403
313;4510;7417
314;2532;1441
315;6695;1234
316;8548;7408
317;3500;4447
318;4188;7741
319;5104;2836
320;5949;6085
321;5313;6598
322;4573;3160
323;5854;6040
324;6869;5023
325;3901;8110
326;5999;5968
327;6842;9028
328;6461;1468
329;3009;4690
330;5776;2170
331;5896;2026
332;3066;8821
333;7025;4906
334;2857;1054
335;5899;2125
336;5644;6319
337;5250;6706
338;4152;3745
339;4407;3556
340;4899;3061
341;5235;2701
342;5596;6301
343;4800;7192
344;7480;4438
345;6339;5617
346;6740;1198
347;8074;3862
348;3340;604
349;6016;5878
350;7777;8380
351;7288;4627
352;4593;3367
353;3471;487
354;3646;8317
355;2733;1216
356;5710;6292
357;2942;982
358;3334;658
359;6845;1153
360;6553;5374
361;6739;5176
362;8005;4006
363;6327;1594
364;3595;379
365;6024;5887
366;3212;730
367;5877;1999
368;7488;4339
369;6334;1585
370;4734;3331
371;4098;3853
372;3268;4681
373;4919;2980
374;6190;1693
375;6145;5779
376;5181;6688
377;5262;6652
378;6429;5608
379;7690;235
380;6497;5527
381;2864;9046
382;10381;7966
383;6271;5689
384;4222;7669
385;3761;154
386;4842;7021
387;8087;3844
388;5035;2881
389;5342;2575
390;5040;2899
391;5514;2458
392;6553;5365
393;6838;1099
394;3070;8857
395;3783;8128
396;5189;6760
397;3503;4366
398;3275;649
399;7463;4393
400;6540;1396
401;7811;4087
402;7724;4267
403;6149;5725
404;5433;2494
405;7514;4357
406;7567;4330
407;4311;3646
408;6717;4186
409;7292;8632
410;5264;2656
411;6302;1684
412;5666;6256
413;4425;7390
414;3763;8092
415;6404;1540
416;3618;8362
417;5129;6769
418;6454;1531
419;8449;7426
420;5242;6634
421;5209;2737
422;6221;5590
423;4523;7399
424;6594;5383
425;7395;4483
426;7010;8920
427;5137;2719
428;7070;4888
429;2580;1297
430;6981;8974
431;5024;2818
432;5912;6031
433;4051;7885
434;6502;5491
435;3492;4420
436;6900;1036
437;4319;7597
438;3547;4375
439;6159;5752
440;5290;6553
441;5971;1954
442;5003;2962
443;7584;4348
444;5194;6742
445;2883;9010
446;4587;7345
447;7703;4222
448;5532;2422
449;6891;5032
450;5882;5986
451;6737;1189
452;5449;6517
453;3024;811
454;3076;865
455;6467;5455
456;3574;415
457;4833;7129
458;7065;8893
459;7069;8749
460;7058;4753
461;7162;8722
462;5741;2188
463;7066;910
464;5416;2323
465;6413;1567
466;3640;4150
467;5001;6940
468;3164;8731
469;3433;4501
470;7456;8443
471;4361;3565
472;8205;7723
473;4668;3286
474;3789;4123
475;5105;6859
476;6199;1675
477;5085;6868
478;6613;1351
479;5127;6796
480;6507;5401
481;6330;5626
482;4726;7210
483;3071;8911
484;3961;7957
485;7348;8560
486;6722;1180
487;7388;8515
488;4902;7003
489;5644;2233
490;6346;1612
491;6338;5599
492;4771;7111
493;6047;1846
494;5205;2782
495;6878;4996
496;4782;7183
497;4604;7318
498;7024;4897
499;7325;4618
500;5466;6481
501;4464;7453
502;5706;6193
503;6403;5500
504;3877;8056
505;7412;4510
506;5815;6166
507;2934;9064
508;3653;8227
509;7023;8875
510;7409;4528
511;3696;190
512;3809;8146
513;6155;1801
514;5790;6112
515;6250;5698
516;7214;703
517;4894;3070
518;5660;2296
519;6327;1621
520;6855;1081
521;7092;8866
522;4822;3124
523;7620;388
524;8026;3871
525;7416;424
526;4837;3079
527;7896;3970
528;6864;1090
529;7277;685
530;8098;3736
531;8346;3520
532;6625;5347
533;7280;4537
534;2837;1144
535;4165;7786
536;5969;5941
537;7006;973
538;6044;5815
539;7756;4204
540;6642;1207
541;9997;5905
542;3819;8101
543;7172;8704
544;7177;8686
545;3642;8245
546;7633;4321
547;6596;5266
548;5939;6004
549;5275;2593
550;7255;8695
551;4878;6967
552;5292;2647
553;5407;6526
554;7455;4492
555;6043;5797
556;4865;3043
557;6330;1603
558;6793;5041
559;7410;8569
560;4036;7894
561;5533;2350
562;4334;7624
563;7804;8074
564;7368;577
565;7762;4177
566;4625;7363
567;6398;5509
568;3809;8065
569;3976;8020
570;6056;1864
571;5950;1927
572;6763;5068
573;5164;2755
574;5892;5995
575;4192;7705
576;3950;8029
577;6602;5257
578;3129;793
579;5198;6589
580;4703;7264
581;5104;6787
582;6612;1333
583;6024;5842
584;4620;7300
585;6746;1162
586;4918;6949
587;4005;3907
588;6941;1000
589;5783;2134
590;5455;6508
591;6111;1765
592;6659;1225
593;5364;2512
594;3619;4312
595;4948;6985
596;6030;5932
597;4126;3808
598;6120;1828
599;6698;5212
600;3574;307
601;6294;5536
602;7204;8713
603;5542;2386
604;3100;8785
605;5994;1981
606;4474;7435
607;3503;8452
608;7849;4978
609;4078;4105
610;4373;7552
611;5399;6274
612;7807;4303
613;6770;9073
614;7072;595
615;6437;1405
616;4910;7156
