#Mode:;3
#Device:;USB_Optical_Mouse
#Button:;272
#minDelay:;100
#maxDelay:;10000
#iterations:;1000

counter;latency;delayTime
0;40751;7192
1;42469;5446
2;29577;2224
3;31262;676
4;41911;6067
5;27220;4663
6;41378;6571
7;28585;3304
8;30297;1630
9;41022;6931
10;41429;6481
11;30076;1801
12;31143;838
13;40413;7516
14;42341;5554
15;29766;2188
16;41319;6553
17;42752;5167
18;30923;1018
19;29961;1945
20;30993;910
21;42162;5752
22;29213;2710
23;41508;6418
24;40800;7093
25;28625;3295
26;28399;3412
27;30248;1684
28;42558;5410
29;44093;3781
30;30704;1189
31;30856;1099
32;43427;4501
33;30016;1846
34;30925;1090
35;40430;7498
36;41283;6598
37;30279;1567
38;43061;4870
39;30089;1819
40;29480;2503
41;29946;1927
42;29679;2197
43;29494;2494
44;40895;7003
45;40221;7660
46;29561;2404
47;40289;7633
48;39813;8092
49;40508;7408
50;30626;1315
51;31045;847
52;41306;6634
53;39614;8263
54;41094;6796
55;30650;1297
56;42896;5023
57;44046;3844
58;27242;4726
59;42529;5311
60;27194;4654
61;43501;4483
62;30470;1468
63;31018;946
64;28291;3628
65;30794;973
66;28183;3709
67;42413;5563
68;40686;7183
69;43708;4222
70;42632;5266
71;26281;5626
72;42676;5230
73;27467;4402
74;29468;2314
75;40495;7327
76;41760;6166
77;40500;7390
78;41914;5995
79;42872;5095
80;29645;2215
81;27862;4051
82;43649;4294
83;29488;2413
84;29565;2305
85;28951;2998
86;30187;1711
87;28187;3619
88;41644;6238
89;30516;1387
90;26470;5464
91;42984;4861
92;42932;5005
93;28349;3556
94;41933;5986
95;43569;4303
96;42846;5032
97;41499;6391
98;31122;802
99;41585;6301
100;26726;5212
101;39952;7975
102;28955;2926
103;41264;6652
104;42354;5536
105;29577;2359
106;28644;3349
107;28687;3223
108;40577;7309
109;30561;1333
110;42934;4951
111;43069;4798
112;44265;3601
113;30035;1864
114;41639;6364
115;39406;8542
116;42706;5131
117;30241;1648
118;43622;4321
119;30663;1225
120;30167;1747
121;29220;2575
122;40321;7525
123;28909;3025
124;42644;5302
125;39133;8722
126;41462;6373
127;31883;145
128;30859;1000
129;29570;2278
130;30241;1738
131;30290;1702
132;31167;757
133;28763;3061
134;28147;3799
135;39579;8272
136;31706;343
137;26703;5149
138;40976;6868
139;30670;1342
140;30724;1108
141;29960;1918
142;27524;4465
143;42151;5824
144;30056;1828
145;30055;1729
146;43222;4546
147;44155;3691
148;41647;6274
149;44802;3034
150;40777;7057
151;27521;4447
152;31538;352
153;30354;1495
154;44268;3664
155;43099;4888
156;42836;5041
157;43478;4357
158;40730;7318
159;27873;4042
160;40080;7804
161;40178;7651
162;42961;4897
163;40749;7156
164;42847;5014
165;43873;3961
166;29181;2773
167;30812;1153
168;29553;2368
169;42024;5725
170;29937;1972
171;31663;172
172;44072;3835
173;44302;3646
174;40130;7795
175;27432;4519
176;41843;6022
177;31001;892
178;42989;4906
179;31582;316
180;31395;442
181;30939;982
182;29382;2557
183;41790;6103
184;39064;8767
185;44033;3871
186;28849;2971
187;30067;1882
188;29520;2341
189;31265;604
190;44066;3817
191;42386;5491
192;41923;5968
193;42341;5581
194;43728;4195
195;30804;1054
196;41203;6733
197;29211;2656
198;31784;127
199;39460;8461
200;29469;2431
201;27676;4168
202;31246;694
203;29064;2818
204;42000;5851
205;30919;1072
206;28655;3277
207;41814;6094
208;29354;2467
209;28504;3376
210;40635;7255
211;45079;2872
212;40970;6949
213;40594;7282
214;31046;883
215;30972;928
216;29431;2449
217;30344;1603
218;44636;3286
219;27761;4087
220;31330;433
221;29953;1909
222;43407;4438
223;38999;8920
224;39851;8020
225;43583;4276
226;40078;7849
227;30448;1441
228;30244;1675
229;29159;2755
230;44541;3322
231;44706;3133
232;41811;6031
233;43806;3934
234;42735;5104
235;26783;5221
