#Mode:;3
#Device:;Empirisoft_Corporation_Analog_Scale_Device
#Button:;305
#minDelay:;100
#maxDelay:;10000
#iterations:;1000

counter;latency;delayTime
0;1358;7543
1;1593;7282
2;1605;4114
3;1596;2314
4;1376;6571
5;1774;6166
6;2012;4933
7;1692;8191
8;1608;6247
9;1673;1207
10;1527;6445
11;1526;1504
12;2014;1954
13;1910;2008
14;1699;8227
15;1917;8974
16;1460;4474
17;1381;4573
18;1466;4447
19;1528;3349
20;1515;7471
21;1779;1162
22;2103;4762
23;1683;271
24;1182;2710
25;1512;3430
26;1229;2719
27;2033;910
28;1443;415
29;1997;3925
30;1782;3106
31;1318;8668
32;2070;5860
33;2122;5788
34;1810;6229
35;1259;6598
36;2051;919
37;1301;694
38;1575;2350
39;1470;2620
40;1898;3934
41;1723;4168
42;2050;7894
43;1790;4042
44;1113;1783
45;1435;8488
46;1332;3646
47;1186;7678
48;1641;316
49;1780;8119
50;1372;3511
51;1936;3979
52;1404;4537
53;1301;3601
54;1678;1396
55;2139;4789
56;1309;4627
57;1912;4024
58;2141;2872
59;2075;6850
60;1782;3124
61;1644;6355
62;1511;3313
63;1586;4384
64;1843;7102
65;1789;5131
66;1530;8326
67;1866;3142
68;1912;8893
69;1832;2071
70;1267;5662
71;1817;136
72;2012;964
73;1406;4465
74;1284;7669
75;1595;3322
76;1514;1486
77;1972;4888
78;1859;2035
79;1436;2467
80;1198;2737
81;2198;2818
82;1682;5176
83;1858;1054
84;2008;4870
85;1956;4051
86;1358;2422
87;1607;3286
88;1694;7237
89;1605;1306
90;2026;6841
91;1305;4591
92;1295;6589
93;1298;2593
94;1283;3574
95;1291;4618
96;1452;1315
97;1441;1495
98;1207;8758
99;2131;757
100;1692;2305
101;2097;3826
102;2015;8866
103;1272;1639
104;2171;2755
105;2045;6958
106;1600;7183
107;1224;7741
108;1441;4582
109;1248;658
110;2056;2845
111;1156;8713
112;1511;7174
113;2152;2773
114;1279;676
115;1941;9028
116;1525;334
117;1611;5230
118;1292;2665
119;1918;8020
120;1608;5275
121;2090;3907
122;1505;7399
123;1285;8596
124;1517;3448
125;1385;6481
126;1902;5113
127;1602;1171
128;1897;6076
129;2019;5842
130;1873;4006
131;1911;2980
132;1525;4375
133;1376;5554
134;1771;6067
135;1993;7903
136;1371;2539
137;1316;1558
138;1377;3250
139;1981;2917
140;1759;6103
141;1313;2638
142;1493;5347
143;1761;8155
144;1678;1279
145;1200;8740
146;1858;6994
147;2059;4834
148;1999;3781
149;1591;4339
150;1457;4528
151;1770;7120
152;1624;262
153;1447;5284
154;1701;8209
155;1299;3619
156;1443;6346
157;1916;7966
158;1476;3133
159;1609;5050
160;1831;100
161;1442;5509
162;1362;1612
163;2198;1810
164;1940;2971
165;1616;5302
166;1982;6949
167;1716;3169
168;1544;6364
169;1594;8362
170;1766;6121
171;1438;3403
172;1380;7489
173;1617;8281
174;1949;5014
175;1284;5635
176;1840;1063
177;1742;1153
178;1261;1585
179;1991;6895
180;1920;7012
181;1700;3898
182;1690;217
183;1439;7417
184;1800;9082
185;1425;505
186;2080;829
187;1704;4150
