#Mode:;3
#Device:;USB_Optical_Mouse
#Button:;272
#minDelay:;100
#maxDelay:;10000
#iterations:;1000

counter;latency;delayTime
0;27481;4402
1;28256;3637
2;41001;6985
3;44208;3664
4;41727;6094
5;39683;8155
6;31176;784
7;30204;1711
8;29786;2080
9;30209;1729
10;44046;3799
11;40725;7120
12;40761;7219
13;28712;3331
14;40870;7066
15;28835;3124
16;43883;4060
17;30821;1090
18;43233;4708
19;40127;7741
20;30712;1198
21;40578;7327
22;27588;4294
23;41438;6508
24;28553;3439
25;30278;1648
26;39088;8794
27;28713;3250
28;29393;2458
29;40274;7606
30;31760;100
31;42485;5410
32;43809;4123
33;41539;6481
34;38965;8902
35;31391;460
36;30621;1342
37;42330;5581
38;29074;2764
39;41744;6166
40;40309;7579
41;30517;1369
42;27201;4744
43;29542;2332
44;28485;3385
45;41936;5617
46;39253;8632
47;30257;1594
48;40785;7156
49;40467;7417
50;27581;4258
51;39644;8254
52;39161;8695
53;31382;253
54;41847;6040
55;45222;2746
56;29302;2611
57;28540;3313
58;29161;2773
59;41666;6256
60;43656;4285
61;42960;4861
62;29778;2062
63;38972;8983
64;30436;1396
65;29670;2170
66;42990;4942
67;38767;9091
68;30841;1045
69;29876;2134
70;40044;7813
71;40816;7057
72;29729;2233
73;39034;8821
74;39699;8173
75;40878;7030
76;42753;5167
77;42830;5023
78;39306;8605
79;39721;8164
80;30298;1603
81;29500;2368
82;42049;5869
83;42536;5131
84;31495;541
85;43412;4483
86;44760;3097
87;43039;4879
88;40115;7768
89;41866;5950
90;40232;7696
91;31065;820
92;43270;4555
93;40379;7489
94;29867;2044
95;30609;1279
96;42111;5806
97;41095;6787
98;29280;2593
99;28291;3682
100;31291;595
101;41242;6643
102;31208;739
103;30184;1684
104;29991;1891
105;43135;4762
106;31781;154
107;41615;6229
108;42660;5257
109;41492;6382
110;44302;3556
111;28905;3034
112;30973;919
113;41842;6022
114;39939;7975
115;43925;3943
116;29592;2278
117;31384;514
118;28109;3844
119;39800;8038
