#Mode:;3
#Device:;USB_Optical_Mouse
#Button:;272
#minDelay:;100
#maxDelay:;10000
#iterations:;100

counter;latency;delayTime
0;2134924;9010
1;908948;2971
2;493777;2179
3;332604;3367
4;300724;3169
5;8028010;3961
6;41037;6832
7;30971;991
8;40109;7822
9;44440;3466
10;45011;2872
11;39251;8614
12;26627;5248
13;27835;4060
14;38790;9109
15;41732;6139
16;43272;4654
17;31501;397
18;29903;1981
19;30999;892
20;43025;4852
21;42346;5545
22;27982;3862
23;40526;7327
24;39525;8317
25;41475;6337
26;38368;9505
27;39429;8416
28;41582;6238
29;31328;496
30;27443;4456
31;38990;8713
32;40267;7525
33;40886;6634
34;38908;8911
35;38201;9307
36;41952;5743
37;29849;1684
38;39787;8020
39;31597;199
40;29168;2575
41;29407;2377
42;30455;1486
43;27310;4357
44;42387;5347
45;43651;4258
46;28045;3664
47;29254;2476
48;40682;7228
49;40341;7426
50;44714;3070
51;30311;1585
52;31245;595
53;41389;6436
54;40796;7030
55;30416;1387
56;38539;9208
57;41314;6535
58;42297;5446
59;26678;5050
60;41169;6733
61;38101;9703
62;42775;4951
63;38289;9604
64;39850;7921
65;37898;9901
66;30724;1189
67;31394;100
68;41805;5941
69;42250;5644
70;30803;793
71;30561;1288
72;38089;9802
73;31641;298
74;40957;6931
75;30812;1090
76;40088;7723
77;42635;5149
78;41915;6040
79;39789;8119
80;29816;1882
81;39486;8218
82;30065;1783
83;39081;8812
84;45202;2674
85;28251;3268
86;42145;5842
87;28157;3763
88;40656;7129
89;42989;4753
90;40364;7624
91;38407;9406
92;29518;2278
93;27720;4159
94;27229;4555
95;39251;8515
96;28323;3565
97;29024;2773
98;31125;694
99;29799;2080
