#Mode:;3
#Device:;Adafruit_Feather_32u4
#Button:;5
#minDelay:;100
#maxDelay:;10000
#iterations:;100

counter;latency;delayTime
0;143919;4456
1;143602;6337
2;140523;8416
3;145984;3961
4;147958;991
5;144427;4654
6;149686;298
7;146811;2179
8;148198;1783
9;141041;7921
10;148888;1090
11;142234;6733
12;143142;5842
13;146563;3466
14;140842;8218
15;145498;4555
16;141639;7426
17;148673;397
18;141445;8614
19;142918;6139
20;141937;8119
21;147793;1288
22;144794;4258
23;141066;8911
24;146277;2773
25;140479;9604
26;143466;5545
27;146183;2872
28;148142;1882
29;140531;8515
30;144622;5347
31;144684;4357
32;141950;7030
33;142011;8020
34;148464;595
35;145186;4852
36;148383;694
37;139731;9307
38;142232;7822
39;142604;6436
40;141742;8317
41;147564;1486
42;145884;3169
43;145901;4159
44;147666;1387
45;148066;1981
46;142808;6238
47;144890;5149
48;145998;3070
49;145311;3763
50;142715;7327
51;139639;9406
52;144287;5743
53;143401;5644
54;145700;3367
55;146189;3862
56;146459;2575
57;149754;199
58;139963;9109
59;141544;7525
60;149338;793
61;144277;4753
62;146449;3565
63;143794;5248
64;147472;1585
65;148327;1684
66;146376;2674
67;142759;7228
68;148564;496
69;141314;7624
70;142926;7129
71;146532;2476
72;142299;7723
73;142395;6634
74;142531;6535
75;145999;4060
76;143589;5446
77;149002;1189
78;139585;9505
79;142184;6931
80;141195;8812
81;146677;2377
82;143211;6832
83;144090;4951
84;145009;5050
85;142998;6040
86;145409;3664
87;146790;3268
88;140049;9010
89;147953;2080
90;143108;5941
91;140308;8713
92;147074;2971
93;139796;9208
94;140268;9703
95;139149;9901
96;148964;100
97;147742;2278
98;148138;892
99;140233;9802
